Year of arrival at port of disembarkation,Voyage ID,Vessel name,Voyage itinerary imputed principal place of slave purchase (mjbyptimp) ,Voyage itinerary imputed principal port of slave disembarkation (mjslptimp) place,VOYAGEID2,Captives arrived at 1st port,Captain's name
1846,175286,Sofia,Campos,Rio de Janeiro,,1,"Praça, José"
1846,175287,Fênix,"Pernambuco, place unspecified",Rio de Janeiro,,1,"Silva, Silvério Antônio da"
1846,175288,Bertioga,"Bahia, place unspecified",Rio de Janeiro,,1,
1846,175289,Felicidade,"Pernambuco, place unspecified",Rio de Janeiro,,11,"Rosa, Marcelino Francisco"
1846,175290,Eco,"Pernambuco, place unspecified",Rio de Janeiro,,38,"Santos, Manoel Azevedo dos"
1846,175291,NS do Carmo,Parati,Rio de Janeiro,,1,"Pedroso, Francisco"
1846,175292,Carlota,Santos,Rio de Janeiro,,2,"Leite, João Ferreira"
1846,175293,Ipiranga,Santos,Rio de Janeiro,,2,"Araújo, José Joaquim da Silva"
1846,175294,Melo,Santa Catarina,Rio de Janeiro,,1,"Bezerra, Bento Francisco"
1846,175295,Teodoro,"Bahia, place unspecified",Rio de Janeiro,,17,"Martha, Antônios Alves"
1846,175296,Brasileira Constante,Itaguaí,Rio de Janeiro,,6,"Andrade, Francisco José de"
1846,175297,Esperança Brasileira,Caravelas,Rio de Janeiro,,1,"Martins, Lourenço"
1846,175298,S João Batista,Itapemirim,Rio de Janeiro,,1,"Cardoso, João Francisco"
1846,175299,Relâmpago,São Sebastião,Rio de Janeiro,,2,"Martins, Francisco Luís"
1846,175300,Paranapitanga,Santos,Rio de Janeiro,,1,"Mafra, Domingos Henriques"
1846,175301,Ligeira,Rio Grande,Rio de Janeiro,,1,"Silva, Joaquim da"
1846,175302,Paquete da Vitória,Vitória,Rio de Janeiro,,2,"Oliveira, Joaquim de"
1846,175303,Emiliana,Rio Grande,Rio de Janeiro,,1,"Santos, Valentim Ribeiro dos"
1846,175304,Novo Triunfante,Porto Alegre,Rio de Janeiro,,1,"Souza, José Manoel de"
1846,175305,Paranapitanga,Santos,Rio de Janeiro,,1,"Mafra, Domingos Henriques"
1846,175306,S Salvador,Pará,Rio de Janeiro,,42,"Coutinho, Antônio Carlos de Azevedo"
1846,175307,Paquete do Norte,Santos,Rio de Janeiro,,2,"Teixeira, José Manoel"
1846,175308,Feliz Sociedade,Mambucaba,Rio de Janeiro,,1,"Carneiro, Antônio Dias"
1846,175309,S Francisco,Parati,Rio de Janeiro,,1,"Oliveira, Francisco Xavier de"
1846,175310,Paquete de Jerumirim,Jerumirim,Rio de Janeiro,,1,"Caparica, Manoel Gomes"
1846,175311,Fluminense,Campos,Rio de Janeiro,,4,"Seia, Anacleto Luís"
1846,175312,Alerta,Paranaguá,Rio de Janeiro,,1,"Oliveira Júnior, João Maurício de"
1846,175313,Feliz Aurora,"Bahia, place unspecified",Rio de Janeiro,,32,"Costa, João Joaquim da"
1846,175314,Brasileira Constante,Itaguaí,Rio de Janeiro,,1,"Andrade, Francisco José de"
1846,175315,Gentil Americano,Mangaratiba,Rio de Janeiro,,6,"Nogueira, José Domingues"
1846,175316,Deolinda,Angra dos Reis,Rio de Janeiro,,1,"Pereira, Pedro José"
1846,175317,Lusitana,Angra dos Reis,Rio de Janeiro,,1,"Oliveira, Antônio Francisco de"
1846,175318,Maria Firmina,"Pernambuco, place unspecified",Rio de Janeiro,,15,"Rosa, João Bernardo da"
1846,175319,Pernambucana,Pará,Rio de Janeiro,,11,"Rodrigues, José Militão"
1846,175320,Santa Cruz,Aldeia Velha,Rio de Janeiro,,1,"Reis, Hipólito José dos"
1846,175321,Vinte e Seis de Maio,Macaé,Rio de Janeiro,,11,"Gonçalves, Antônio"
1846,175322,Iguapense,Iguape,Rio de Janeiro,,3,"Silva, José Nunes da"
1846,175323,Porto Alegrense,Porto Alegre,Rio de Janeiro,,1,"Fonseca, Francisco de Paula"
1846,175324,Nova Amizade,Rio Grande,Rio de Janeiro,,1,"Marques, Francisco"
1846,175325,Josefina,Rio São João,Rio de Janeiro,,1,"Silva, Antônio Lopes da"
1846,175326,Nascimento,São Mateus,Rio de Janeiro,,4,"Vale, Joaquim de"
1846,175327,Adamastor,Mangaratiba,Rio de Janeiro,,1,"Silva, Antônio Francisco da"
1846,175328,América do Sul,Santos,Rio de Janeiro,,2,"Rocha, José Lourenço da"
1846,175329,Fênix,Santa Catarina,Rio de Janeiro,,1,"Ornelas, Manoel dos Santos"
1846,175330,Pernambucana,Rio Grande,Rio de Janeiro,,1,"Henriques, Militão"
1846,175331,Guapiaçu,"Bahia, place unspecified",Rio de Janeiro,,5,"Lassance, Guilherme Carlos"
1846,175332,Princesa Imperial,Campos,Rio de Janeiro,,1,"Pereira, Joaquim"
1846,175333,Fluminense,Campos,Rio de Janeiro,,10,"Cruz, José Francisco da"
1846,175334,Protetora dos Anjos,Campos,Rio de Janeiro,,1,"Silva, José Gonçalves da"
1846,175335,Fluminense,Rio São João,Rio de Janeiro,,1,"Antônio, José"
1846,175336,NS do Carmo,Parati,Rio de Janeiro,,3,"Pedroso, Henrique Francisco"
1846,175337,Competidor,"Pernambuco, place unspecified",Rio de Janeiro,,27,"Marques, Inácio da Fonseca"
1846,175338,Novo Saraiva,"Bahia, place unspecified",Rio de Janeiro,,8,"Cunha, Manoel Rodrigues da"
1846,175339,Conceição,Macaé,Rio de Janeiro,,1,"José, Antônio"
1846,175340,S Antônio,"Bahia, place unspecified",Rio de Janeiro,,13,"Duarte, Manoel Dias"
1846,175341,Veloz,Rio São João,Rio de Janeiro,,1,"Gonçalves, José Pereira"
1846,175342,S José Americano,"Pernambuco, place unspecified",Rio de Janeiro,,24,"Matosinhos, José Antônio de"
1846,175343,Imperatriz,Pará,Rio de Janeiro,,25,"Costa, Jesuíno Lamego"
1846,175344,Despique,Itapemirim,Rio de Janeiro,,3,"Oliveira, João Batista de"
1846,175345,Princesa Imperial,Campos,Rio de Janeiro,,6,"Pereira, Joaquim"
1846,175346,América,Itaguaí,Rio de Janeiro,,1,"Santos, José Francisco dos"
1846,175347,Bela União,Rio Grande,Rio de Janeiro,,1,
1846,175348,Constância de Jerumirim,Angra dos Reis,Rio de Janeiro,,2,"Cradoso, Joaquim Luís"
1846,175349,Novo S Francisco,Mambucaba,Rio de Janeiro,,1,"Mendes, Manoel Barbosa"
1846,175350,Deolinda,Angra dos Reis,Rio de Janeiro,,1,"Pereira, Pedro Joaquim"
1846,175351,Fluminense,Campos,Rio de Janeiro,,18,"Seia, Anacleto Luís"
1846,175352,Paquete de Jerumirim,Jerumirim,Rio de Janeiro,,4,"Caparica, Manoel Gomes"
1846,175353,Heroína,Macaé,Rio de Janeiro,,4,"Gonçalves, Francisco"
1846,175354,Lucinda,Santa Catarina,Rio de Janeiro,,1,"Rodrigues, Manoel José"
1846,175355,Encantador,"Pernambuco, place unspecified",Rio de Janeiro,,12,"Fernandes, João Francisco"
1846,175356,Paranapitanga,Santos,Rio de Janeiro,,,"Mafra, Domingos Henriques"
1846,175357,Imperador,Rio Grande,Rio de Janeiro,,5,"Costa, Jesuíno Lamego"
1846,175358,Conceição Liberal,Campos,Rio de Janeiro,,10,"Bizarro, Antônio Rodrigues"
1846,175359,Defensor Perpétuo,Campos,Rio de Janeiro,,3,"Azevedo, Manoel Antônio de"
1846,175360,Brasília,Itaguaí,Rio de Janeiro,,1,"Silva, Manoel Antônio da"
1846,175361,Flor do Cabo,Cabo Frio,Rio de Janeiro,,1,"Azevedo, Antônio Joaquim de"
1846,175362,Vencedora,Mangaratiba,Rio de Janeiro,,1,"Valério, Domingos Francisco"
1846,175363,Constância,Itapemirim,Rio de Janeiro,,2,"Oliveira, Modesto Antônio de"
1846,175364,Pensamento Feliz,Paranaguá,Rio de Janeiro,,2,"Maltez, Joaquim Ribeiro"
1846,175365,Fênix,São Sebastião,Rio de Janeiro,,1,"Costa, Manoel da"
1846,175366,Andorinha,Guaratiba,Rio de Janeiro,,1,"Viana, João Lourenço"
1846,175367,Norma,Rio Grande,Rio de Janeiro,,1,"Santos, Miguel Ribeiro dos"
1846,175368,Veloz,Rio Grande,Rio de Janeiro,,1,"Conceição, José Maria da"
1846,175369,Flores,Itaguaí,Rio de Janeiro,,1,"Lopes, José"
1846,175370,Formosura,Vitória,Rio de Janeiro,,1,"Oliveira, Joaquim Cláudio de"
1846,175371,Feliz Ventura,Macaé,Rio de Janeiro,,4,"Leite, João Gonçalves"
1846,175372,S Antônio,Cabo Frio,Rio de Janeiro,,2,"Pinto, Manoel Gonçalves"
1846,175373,Nova Clara,Campos,Rio de Janeiro,,1,"Pereira, Manoel Gonçalves"
1846,175374,Iguapense,Iguape,Rio de Janeiro,,1,"Silva, José Nunes da"
1846,175375,Ana e Constança,"Bahia, place unspecified",Rio de Janeiro,,14,"Santos, Antônio Gonçalves dos"
1846,175376,Maria da Glória,Itaguaí,Rio de Janeiro,,1,"Almeida, Ezequiel Joaquim de"
1846,175377,Heroína,Macaé,Rio de Janeiro,,1,"Gonçalves, Francisco"
1846,175378,Gentil Americano,Mangaratiba,Rio de Janeiro,,1,"Martins, Joaquim de Souza"
1846,175379,Carlota,Santos,Rio de Janeiro,,1,"Leite, João Ferreira"
1846,175380,Pernambucana,Pará,Rio de Janeiro,,10,"Henriques, José Militão"
1846,175381,Pombinha,"Bahia, place unspecified",Rio de Janeiro,,4,"Cunha, Francisco Cardoso da"
1846,175382,Albano,"Pernambuco, place unspecified",Rio de Janeiro,,3,"Silveira, João José da"
1846,175383,Carolina,Rio São João,Rio de Janeiro,,2,"Lopes, José Joaquim"
1846,175384,S Rita,Cabo Frio,Rio de Janeiro,,1,"Barbosa, Francisco José"
1846,175385,Correio de Guaratiba,Itaguaí,Rio de Janeiro,,1,"Santos, Matias Gomes dos"
1846,175386,Primeiro de Agosto,Campos,Rio de Janeiro,,1,"Praça, Antônio"
1846,175387,Tentativa,"Bahia, place unspecified",Rio de Janeiro,,1,"Ferreira, João Inácio"
1846,175388,Novo Destino,Itapemirim,Rio de Janeiro,,1,"Silva, José Mendes da"
1846,175389,América,Itaguaí,Rio de Janeiro,,1,"Santos, José Francisco dos"
1846,175390,Carlota,Santos,Rio de Janeiro,,1,"Leite, João Ferreira"
1846,175391,Fluminense,Campos,Rio de Janeiro,,2,"Seia, A.L."
1846,175392,Vencedora,Mangaratiba,Rio de Janeiro,,4,"Valério, Domingos Francisco"
1846,175393,Feliz Sociedade,Mambucaba,Rio de Janeiro,,2,"Araújo, José Maria de"
1846,175394,S Salvador,Pará,Rio de Janeiro,,18,"Coutinho, Antônio Carlos"
1846,175395,Pastorinha,Vitória,Rio de Janeiro,,2,"Siqueira, José Joaquim de"
1846,175396,Paquete da Vitória,Vitória,Rio de Janeiro,,1,"Oliveira, Manoel Joaquim de"
1846,175397,Firmeza,"Pernambuco, place unspecified",Rio de Janeiro,,29,"Santana, Narciso José de"
1846,175398,Íris,São Sebastião,Rio de Janeiro,,1,"Santos, Manoel Dias dos"
1846,175399,Maria da Glória,Itaguaí,Rio de Janeiro,,1,"Almeida, Ezequiel Joaquim de"
1846,175400,Constante,Paranaguá,Rio de Janeiro,,3,"Carvalho, Francisco da Costa"
1846,175401,Ubatubense,Ubatuba,Rio de Janeiro,,2,"Santos, Faustino Ferreira dos"
1846,175402,Natividade,Santa Catarina,Rio de Janeiro,,1,"Souza, Francisco Silveira de"
1846,175403,Mariana,Parati,Rio de Janeiro,,1,"Oliveira, José Antônio de"
1846,175404,Continente,Rio Grande,Rio de Janeiro,,2,"Silva, Antônio Peixoto da"
1846,175405,Otelo,Rio Grande,Rio de Janeiro,,1,"Araújo, Eufrásio Lopes de"
1846,175406,Luísa,Campos,Rio de Janeiro,,1,"Pinto, Paulo José"
1846,175407,S José,Campos,Rio de Janeiro,,1,"Costa, Vicente José da"
1846,175408,Carioca,"Bahia, place unspecified",Rio de Janeiro,,23,"Caldas, José Maria Pereira"
1846,175409,Carlota,Santos,Rio de Janeiro,,5,"Dourado, José Luciano"
1846,175410,Correio da Ilha Grande,Angra dos Reis,Rio de Janeiro,,1,"Souza, Antônio José de"
1846,175411,Jovem Demétrio,"Pernambuco, place unspecified",Rio de Janeiro,,2,"Sustach, Justo Maria"
1846,175412,Paquete do Norte,Santos,Rio de Janeiro,,1,"Teixeira, José Manoel"
1846,175413,Santos Mártires,Parati,Rio de Janeiro,,1,"Carvalho, José Rodrigues de"
1846,175414,Fluminense,Campos,Rio de Janeiro,,5,"Seia, Anacleto Luís"
1846,175415,Campista,Campos,Rio de Janeiro,,1,"Oliveira, Francisco de Paula Neves"
1846,175416,Pérola,"Bahia, place unspecified",Rio de Janeiro,,33,"Araújo, Francisco Nicolau de"
1846,175417,Conceição,Cabo Frio,Rio de Janeiro,,1,"Coelho, Antônio"
1846,175418,Campista,Macaé,Rio de Janeiro,,4,"Oliveira, Francisco de Paula Neves"
1846,175419,Imperatriz,Pará,Rio de Janeiro,,32,"Costa, Jesuíno Lamego"
1846,175420,S João Batista,Benevente,Rio de Janeiro,,2,"Cardoso, João Francisco"
1846,175421,Pastorinha,Vitória,Rio de Janeiro,,1,"Siqueira, José Joaquim de"
1846,175422,Austral,"Pernambuco, place unspecified",Rio de Janeiro,,15,"Cunha, Antônio da Fonseca"
1846,175423,Aurora Feliz,"Bahia, place unspecified",Rio de Janeiro,,22,"Costa, José Joaquim"
1846,175424,Paquete de Jerumirim,Jerumirim,Rio de Janeiro,,2,"Caparica, Manoel Gomes"
1846,175425,Paquete da Vitória,Vitória,Rio de Janeiro,,1,"Oliveira, Manoel Joaquim de"
1846,175426,Voador,Parati,Rio de Janeiro,,1,"Oliveira, Francisco Peres de"
1846,175427,Brasiliense,Vitória,Rio de Janeiro,,1,"Costa, Manoel Joaquim da"
1846,175428,Paquete de Jerumirim,Jerumirim,Rio de Janeiro,,1,"Caparica, Manoel Gomes"
1846,175429,Josefina,Rio São João,Rio de Janeiro,,1,"Andrada Filho, José Antônio de"
1846,175430,União,"Pernambuco, place unspecified",Rio de Janeiro,,15,"Gonçalves, Joaquim Jorge"
1846,175431,Saudade,Porto Alegre,Rio de Janeiro,,1,"Oliveira, Francisco José de"
1846,175432,Pérola,"Bahia, place unspecified",Rio de Janeiro,,1,"Araújo, Francisco Nicolau de"
1846,175433,Penha,Itapemirim,Rio de Janeiro,,2,"Rodrigues, Antônio"
1846,175434,Nova Amizade,Campos,Rio de Janeiro,,2,"Lobato, José Francisco"
1846,175435,Nova Clara,Campos,Rio de Janeiro,,1,"Azevedo, José Bernardino de"
1846,175436,Primeiro de Agosto,Campos,Rio de Janeiro,,1,"Praça, Antônio"
1846,175437,Quatro Amigos,Cabo Frio,Rio de Janeiro,,1,"Soares, José Antônio"
1846,175438,Paquete do Norte,Santos,Rio de Janeiro,,1,
1846,175439,Conceição Feliz,Vila Viçosa,Rio de Janeiro,,4,"Silva, Francisco Antônio da"
1846,175440,Campista,Macaé,Rio de Janeiro,,1,"Ferreira, Joaquim Francisco Xavier"
1846,175441,S Sebastião,Pará,Rio de Janeiro,,11,"Ferreira, Manoel Francisco da Costa"
1846,175442,S Antônio,"Bahia, place unspecified",Rio de Janeiro,,6,"Duarte, Manoel Dias"
1846,175443,Protetora dos Anjos,Mangaratiba,Rio de Janeiro,,1,"Silva, José Gonçalves da"
1846,175444,Firmeza,Campos,Rio de Janeiro,,1,"Rangel, Manoel Gomes"
1846,175445,Pureza,Rio Grande,Rio de Janeiro,,1,"Guerra, Manoel Antônio de Souza"
1846,175446,Maria II,Açu,Rio de Janeiro,,4,"Soares, Antônio Germano"
1846,175447,Heroína,Macaé,Rio de Janeiro,,3,"Gonçalves, Francisco"
1846,175448,Paquete de Jerumirim,Jerumirim,Rio de Janeiro,,1,"Cabral, Francisco Pimenta"
1846,175449,Tentadora,"Bahia, place unspecified",Rio de Janeiro,,17,"Ferreira, João Inácio"
1846,175450,Mariana,Parati,Rio de Janeiro,,1,"Oliveira, José Antônio de"
1846,175451,Natividade,Santa Catarina,Rio de Janeiro,,1,"Souza, Francisco Silveira de"
1846,175452,Ana e Constança,"Bahia, place unspecified",Rio de Janeiro,,17,"Santos, Antônio Gonçalves dos"
1846,175453,Leopoldina,"Pernambuco, place unspecified",Rio de Janeiro,,12,"Santos, Antônio Pereira Martins dos"
1846,175454,Carolina,Mangaratiba,Rio de Janeiro,,2,"Nogueira, José Domingues"
1846,175455,Voadora,Parati,Rio de Janeiro,,1,"Pereira, Joaquim"
1846,175456,Novo Brilhante,Mambucaba,Rio de Janeiro,,2,"Figueira, Pedro José"
1846,175457,Amazonas,"Pernambuco, place unspecified",Rio de Janeiro,,34,"Ferreira, Manoel Luciano"
1846,175458,Bonsucesso,Macaé,Rio de Janeiro,,1,"Santos, Alexandre Cardoso dos"
1846,175459,Paranapitanga,Santos,Rio de Janeiro,,15,"Alcanforado, Joaquim de Paula Guedes"
1846,175460,Constante Oliveira,Rio Grande,Rio de Janeiro,,3,"Pires, João Francisco"
1846,175461,Conceição,Angra dos Reis,Rio de Janeiro,,1,"Costa, João Fernandes da"
1846,175462,Desengano,"Pernambuco, place unspecified",Rio de Janeiro,,18,"Nunes, José da Silva"
1846,175463,Gentil Americano,Mangaratiba,Rio de Janeiro,,6,"Martins, José de Souza"
1846,175464,Campista,Campos,Rio de Janeiro,,2,"Vieira, José de Souza"
1846,175465,Ligeira,Macaé,Rio de Janeiro,,1,"Vitória, José"
1846,175466,Carolina,Rio São João,Rio de Janeiro,,1,"Lopes, José Joaquim"
1846,175467,Leocádia,Itapemirim,Rio de Janeiro,,2,"Braga, João Fernandes"
1846,175468,Josefina,Rio São João,Rio de Janeiro,,1,"Andrade Filho, José Antônio de"
1846,175469,Correio da Ilha Grande,Angra dos Reis,Rio de Janeiro,,1,"Silva, Manoel Tavares da"
1846,175470,Espírito Santo,Itapemirim,Rio de Janeiro,,1,"Costa, Antônio José da"
1846,175471,Constança,Rio São João,Rio de Janeiro,,3,"Sá, Manoel Fernandes de"
1846,175472,Paquete de Jerumirim,Jerumirim,Rio de Janeiro,,1,"Caparica, Manoel Gomes"
1846,175473,Voador,Macaé,Rio de Janeiro,,1,"Rodrigues, João José"
1846,175474,Josefina,Macaé,Rio de Janeiro,,1,"Antônio, Justino"
1846,175475,Aleluia,Itapemirim,Rio de Janeiro,,1,"Luís, Miguel da Rocha"
1846,175476,Carlota,Santos,Rio de Janeiro,,1,"Dourado, José Luciano"
1846,175477,Oliveira,Açu,Rio de Janeiro,,15,"Corrêa, José Dias"
1846,175478,Oriente,"Bahia, place unspecified",Rio de Janeiro,,27,"Terra, Manoel Inácio da"
1846,175479,Otelo,Rio Grande,Rio de Janeiro,,2,"Araújo, Eufrásio Lopes de"
1846,175480,Maltesa,Mangaratiba,Rio de Janeiro,,1,"Ferreira, Manoel"
1846,175481,América do Sul,Campos,Rio de Janeiro,,4,"Silva, Francisco Nunes da"
1846,175482,Fluminense,Cabo Frio,Rio de Janeiro,,1,"Mendonça, Francisco Antônio de"
1846,175483,S Luís Viajante,Parati,Rio de Janeiro,,2,"Silva, José Antônio da"
1846,175484,Feliz Aurora,"Bahia, place unspecified",Rio de Janeiro,,39,"Saraiva, José Pereira"
1846,175485,S Manoel Augusto,"Pernambuco, place unspecified",Rio de Janeiro,,31,"Simões, Manoel"
1846,175486,Paquete de Jerumirim,Jerumirim,Rio de Janeiro,,8,"Caparica, Manoel Gomes"
1846,175487,Pernambucana,Portos do Norte,Rio de Janeiro,,9,"Henriques, João Militão"
1846,175488,Continente,Rio Grande,Rio de Janeiro,,1,"Rocha, Antônio Evaristo da"
1846,175489,Novo S Francisco,Mambucaba,Rio de Janeiro,,1,"Ruivo, José Francisco"
1846,175490,Príncipe D Afonso,Mangaratiba,Rio de Janeiro,,1,"Silva, Manoel Pinto da"
1846,175491,Boa Nova,Angra dos Reis,Rio de Janeiro,,1,"Silva, Antônio Francisco da"
1846,175492,Mariana,Parati,Rio de Janeiro,,6,"Oliveira, José Antônio de"
1846,175493,Brasiliense,Vitória,Rio de Janeiro,,1,"Castro, Manoel Joaquim de"
1846,175494,Primeiro de Agosto,Campos,Rio de Janeiro,,1,"Praça, Antônio"
1846,175495,Amizade Constante,Mangaratiba,Rio de Janeiro,,2,"Oliveira, Bernardo Francisco"
1846,175496,S Francisco,Parati,Rio de Janeiro,,2,"Oliveira, Francisco Xavier de"
1846,175497,Íris,São Sebastião,Rio de Janeiro,,2,"Santos, Manoel Dias dos"
1846,175498,Santa Cruz,Mangaratiba,Rio de Janeiro,,1,"Silva, Paulino José da"
1846,175499,Luísa,Vitória,Rio de Janeiro,,1,"Gonçalves, Marçal José"
1846,175500,Deolinda,Angra dos Reis,Rio de Janeiro,,9,"Souza, Antônio José de"
1846,175501,Mariana,Rio Grande,Rio de Janeiro,,1,"Amaral, José Soares do"
1846,175502,Novo Saraiva,"Bahia, place unspecified",Rio de Janeiro,,53,"Souza, Joaquim Bernardes de"
1846,175503,Fluminense,Campos,Rio de Janeiro,,,"Seia, Anacleto Luís"
1846,175504,Espadarte,Vitória,Rio de Janeiro,,1,"Casavich, João"
1846,175505,Mercúrio,Macaé,Rio de Janeiro,,6,"Valença, Francisco José de Oliveira"
1846,175506,Pensamento Feliz,Caravelas,Rio de Janeiro,,3,"Marobá, João da Silva Santos"
1846,175507,Soares,"Pernambuco, place unspecified",Rio de Janeiro,,15,"Cabral, José Antônio"
1846,175508,Iguapense,Iguape,Rio de Janeiro,,1,"Silva, José Nunes da"
1846,175509,Maria da Glória,Rio São João,Rio de Janeiro,,2,"Figueiredo, José de"
1846,175510,Despique,"Pernambuco, place unspecified",Rio de Janeiro,,18,"Santos, Joaquim José dos"
1846,175511,Dezoito de Março,Rio São João,Rio de Janeiro,,13,"Carvalho, Felipe Esteves de"
1846,175512,Heroína,Macaé,Rio de Janeiro,,2,"Gonçalves, Francisco"
1846,175513,Veloz,Rio São João,Rio de Janeiro,,1,"Moreira, Francisco José"
1846,175514,Deolinda,Angra dos Reis,Rio de Janeiro,,1,"Souza, Antônio José de"
1846,175515,Amizade Constante,Mangaratiba,Rio de Janeiro,,1,"Oliveira, Bernardo Francisco"
1846,175516,Mariana,Parati,Rio de Janeiro,,1,"Oliveira, José Antônio de"
1846,175517,Fluminense,Campos,Rio de Janeiro,,1,"Seia, Anacleto Luís"
1846,175518,Imperatriz,Santa Catarina,Rio de Janeiro,,8,"Costa, Jesuíno Lamego"
1846,175519,América do Sul,Itaguaí,Rio de Janeiro,,1,"Santos, José Francisco dos"
1846,175520,Romeu I,Porto Alegre,Rio de Janeiro,,1,"Romeu, Antônio Soares"
1847,175521,Maltesa,Mangaratiba,Rio de Janeiro,,1,"Resende, Manoel Pereira de"
1847,175522,Teresa,Mangaratiba,Rio de Janeiro,,1,"Mesquita, José Ferreira"
1847,175523,Galante Maria,"Pernambuco, place unspecified",Rio de Janeiro,,4,"Souza, José Mendo de"
1847,175524,Régulo,Rio Grande,Rio de Janeiro,,2,"Viana, José Maria"
1847,175525,Carolina,Rio São João,Rio de Janeiro,,1,"Lopes, José Joaquim"
1847,175526,Felicidade,Mangaratiba,Rio de Janeiro,,2,"Oliveira, Domingos Francisco de"
1847,175527,Fluminense,Rio São João,Rio de Janeiro,,7,"Antônio, José"
1847,175528,Feliz Ventura,Parati,Rio de Janeiro,,3,"Henriques, Joaquim"
1847,175529,Teresa,"Pernambuco, place unspecified",Rio de Janeiro,,8,"Marques, Inácio da Fonseca"
1847,175530,Eco,"Pernambuco, place unspecified",Rio de Janeiro,,25,"Santos, Manoel Luís dos"
1847,175531,Paranapitanga,Santos,Rio de Janeiro,,9,"Alcanforado, Joaquim de Paula Guedes"
1847,175532,Heroína,Macaé,Rio de Janeiro,,2,"Gonçalves, Francisco"
1847,175533,Carlota,Santos,Rio de Janeiro,,1,"Araújo, José da Silva"
1847,175534,Três de Março,Açu,Rio de Janeiro,,9,"Souza, Antônio Albino de"
1847,175535,Lusitânia,Angra dos Reis,Rio de Janeiro,,1,"Oliveira, Antônio Francisco de"
1847,175536,Josefina,Rio São João,Rio de Janeiro,,1,"Andrade Filho, José"
1847,175537,Constante Oliveira,Rio Grande,Rio de Janeiro,,2,"Pires, João Francisco"
1847,175538,Mariana,Parati,Rio de Janeiro,,4,"Oliveira, José Antônio de"
1847,175539,Pernambucana,Portos do Norte,Rio de Janeiro,,34,"Henriques, João Militão"
1847,175540,Belizário,"Pernambuco, place unspecified",Rio de Janeiro,,3,"Santos, Manoel da Silva"
1847,175541,Carlota,Santos,Rio de Janeiro,,2,"Araújo, José Joaquim da Silva"
